client_id,trans_date,small_group,amount_rur
33172,461,82,10.487
33172,461,32,49.917
33172,461,11,5.953
33172,462,11,33.553
33172,463,4,9.272
33172,463,1,25.737
33172,463,11,13.283
33172,464,4,8.013
33172,465,36,68.961
33172,465,65,16.029
33172,465,11,23.264
33172,466,11,52.27
33172,467,11,16.395
33172,468,1,20.603
33172,471,1,40.223
33172,471,11,9.525
33172,472,15,10.065
33172,472,24,399.655
33172,473,82,2.544
33172,473,15,3.939
33172,473,32,43.127
33172,473,11,6.824
33172,474,44,7.982
33172,474,11,26.287
33172,475,3,14.232
33172,488,24,86.212
33172,488,32,5.45
33172,488,11,7.281
33172,489,82,10.487
33172,491,1,11.183
33172,491,12,45.613
33172,493,9,19.188
33172,493,11,11.448
33172,494,11,18.914
33172,495,11,7.281
33172,497,1,46.593
33172,498,36,14.7
33172,498,11,6.038
33172,499,36,15.18
33172,499,11,14.105
33172,500,4,3.939
33172,500,24,462.759
33172,500,1,8.022
33172,503,82,2.544
33172,504,44,36.557
33172,516,12,44.033
33172,519,1,18.319
33172,520,82,9.877
33172,522,1,8.239
33172,522,11,5.175
33172,523,82,7.739
33172,527,1,36.087
33172,528,36,12.206
33172,528,15,15.387
33172,528,32,5.866
33172,528,11,7.281
33172,529,1,12.106
33172,529,11,7.281
33172,532,11,24.684
33172,533,3,4.313
33172,533,11,12.938
33172,534,82,5.779
33172,535,44,2.998
33172,536,11,6.901
33172,537,1,38.631
33172,541,11,12.895
33172,542,1,21.97
33172,542,11,15.785
33172,543,36,13.143
33172,543,25,13.738
33172,543,15,5.633
33172,543,11,12.594
33172,544,1,38.256
33172,544,11,29.812
33172,547,1,14.747
33172,547,11,22.44
33172,553,82,18.227
33172,553,12,19.646
33172,555,24,79.776
33172,555,32,50.375
33172,555,11,14.105
33172,556,32,73.316
33172,556,18,150.895
33172,556,11,28.164
33172,557,24,283.931
33172,557,11,27.981
33172,558,36,25.92
33172,558,1,13.07
33172,558,11,38.728
33172,559,11,3.617
33172,560,1,4.405
33172,560,11,12.248
33172,563,11,24.363
33172,564,82,2.544
33172,565,24,110.665
33172,565,44,8.436
33172,565,1,23.419
33172,568,11,13.887
33172,569,11,12.41
33172,570,24,416.279
33172,571,3,22.898
33172,571,11,12.273
33172,572,1,8.302
33172,572,11,31.492
33172,574,1,13.097
33172,575,11,11.171
33172,576,15,7.694
33172,576,83,9.617
33172,576,11,24.928
33172,598,89,31.507
33172,598,1,10.577
33172,598,11,8.855
33172,599,1,1.805
33172,600,1,5.48
33172,600,11,11.861
33172,601,11,32.556
33172,602,1,21.478
33172,602,11,5.495
33172,603,3,21.564
33172,603,32,50.375
33172,603,1,4.982
33172,604,1,3.321
33172,605,1,16.83
33172,605,11,13.234
33172,606,11,14.146
33172,607,11,28.895
33172,610,1,13.814
33172,610,11,13.648
33172,611,11,28.301
33172,612,24,27.798
33172,612,3,4.579
33172,612,1,27.634
33172,612,11,20.184
33172,613,11,31.507
33172,614,36,14.608
33172,614,39,206.969
33172,614,1,2.551
33172,614,40,242.937
33172,614,11,33.511
33172,615,15,7.556
33172,615,1,57.709
33172,615,11,12.076
33172,616,11,6.254
33172,617,1,13.578
33172,618,11,15.479
33172,619,18,13.281
33172,620,24,129.34
33172,620,3,4.579
33172,620,1,6.956
33172,620,11,8.655
33172,621,3,4.313
33172,622,18,12.292
33172,622,1,25.157
33172,624,1,2.027
33172,624,11,4.534
33172,626,82,2.544
33172,632,3,8.625
33172,632,11,10.624
33172,633,11,26.424
33172,634,11,6.412
33172,635,82,9.877
33172,635,11,64.984
33172,637,3,16.029
33172,639,24,507.092
33172,639,1,33.569
33172,640,1,28.04
33172,640,11,13.281
33172,641,11,14.196
33172,647,32,141.965
33172,647,11,8.014
33172,648,24,258.68
33172,649,34,20.603
33172,649,1,17.641
33172,649,11,6.254
33172,652,24,102.601
33172,652,11,9.159
33172,653,82,7.739
33172,653,11,13.968
33172,654,11,7.785
33172,655,82,2.702
33172,655,11,14.655
33172,656,39,334.168
33172,656,1,13.83
33172,656,11,13.738
33172,657,36,35.796
33172,657,32,77.852
33172,657,18,13.509
33172,657,83,111.27
33172,657,11,9.617
33172,658,11,4.744
33172,659,1,3.755
33172,659,11,8.195
33172,660,18,10.049
33172,660,11,2.156
33172,664,9,6.017
33172,667,1,3.666
33172,667,9,110.595
33172,667,11,17.632
33172,668,82,10.487
33172,668,1,33.11
33172,668,11,21.295
33172,669,4,6.755
33172,669,11,12.594
33172,670,1,20.517
33172,670,11,8.195
33172,672,12,43.918
33172,673,36,21.066
33172,673,1,3.537
33172,674,18,81.511
33172,674,11,8.701
33172,675,37,2.717
33172,675,24,43.084
33172,675,32,77.852
33172,675,1,19.6
33172,675,11,12.822
33172,676,11,5.495
33172,679,18,55.548
33172,680,11,13.143
33172,681,5,1354.075
33172,681,39,91.544
33172,681,11,11.213
33172,682,24,77.715
33172,682,11,12.162
33172,683,11,65.945
33172,685,18,7.695
33172,687,11,10.782
33172,688,1,25.669
33172,688,11,12.292
33172,689,11,25.645
33172,690,1,4.832
33172,690,11,8.195
33172,691,1,40.254
33172,691,11,10.624
33172,694,11,11.448
33172,695,33,129.382
33172,695,11,12.135
33172,696,1,21.432
33172,696,11,16.604
33172,697,36,48.659
33172,697,11,21.799
33172,698,11,14.196
33172,699,35,21.616
33172,699,11,8.625
33172,700,24,180.834
33172,701,9,6.059
33172,703,32,59.076
33172,703,1,34.981
33172,703,11,17.682
33172,704,11,9.489
33172,705,11,7.099
33172,710,11,7.556
33172,716,11,11.213
33172,717,39,19.408
33172,717,32,28.033
33172,717,1,6.32
33172,717,9,21.132
33172,717,11,8.195
33172,718,11,16.604
33172,727,82,13.189
33172,729,83,54.038
33172,729,1,9.022
3694,26,1,10.006
3694,29,3,54.955
3694,31,1,10.945
3694,34,36,61.721
3694,36,25,4.579
3694,43,1,3.114
3694,46,25,4.313
3694,48,25,4.313
3694,50,33,113.941
3694,51,25,4.579
3694,51,3,8.625
3694,51,1,28.292
3694,53,33,80.779
3694,53,9,84.905
3694,56,1,2.243
3694,64,25,8.625
3694,79,65,87.066
3694,79,1,32.475
3694,81,33,86.152
3694,81,18,51.291
3694,81,1,12.852
3694,82,18,50.89
3694,83,9,74.624
3694,84,25,4.313
3694,88,33,81.134
3694,88,3,10.912
3694,88,1,15.871
3694,91,25,4.313
3694,91,33,96.17
3694,92,25,4.313
3694,93,1,9.571
3694,95,43,100.704
3694,95,33,81.134
3694,95,65,67.521
3694,95,1,9.877
3694,96,25,4.313
3694,96,9,79.039
3694,98,25,4.313
3694,98,33,96.17
3694,99,45,519.776
3694,99,11,70.479
3694,100,25,4.579
3694,100,33,13.693
3694,100,18,43.127
3694,102,36,40.712
3694,102,33,321.546
3694,102,18,48.543
3694,104,33,155.173
3694,105,33,96.17
3694,106,1,5.678
3694,107,3,32.057
3694,109,33,108.18
3694,109,90,385.927
3694,110,15,14.884
3694,111,36,120.624
3694,112,33,90.568
3694,114,36,120.212
3694,114,25,15.095
3694,114,33,90.18
3694,115,45,127.815
3694,116,36,20.184
3694,116,33,86.152
3694,116,3,54.955
3694,117,36,93.77
3694,117,33,9.113
3694,117,1,5.953
3694,118,18,10.739
3694,118,1,18.959
3694,119,33,96.17
3694,122,33,78.48
3694,123,33,588.007
3694,126,90,60.594
3694,127,33,96.17
3694,127,1,4.213
3694,129,25,4.313
3694,130,33,81.134
3694,130,45,120.369
3694,130,90,64.342
3694,131,90,121.189
3694,133,33,96.17
3694,135,11,51.322
3694,136,3,12.901
3694,137,33,86.152
3694,138,1,4.167
3694,138,11,16.208
3694,139,36,65.079
3694,139,33,90.568
3694,139,3,4.313
3694,139,9,84.527
3694,140,91,18.319
3694,140,3,4.579
3694,140,1,14.059
3694,141,3,4.579
3694,142,3,9.159
3694,142,1,6.857
3694,142,90,121.189
3694,143,3,4.579
3694,143,18,45.795
3694,144,4,6.32
3694,144,36,27.127
3694,144,25,4.313
3694,144,33,226.516
3694,144,45,120.369
3694,145,1,9.937
3694,146,25,4.313
3694,147,33,90.568
3694,147,3,66.861
3694,147,1,14.838
3694,147,90,272.652
3694,149,1,8.151
3694,149,11,63.198
3694,150,18,43.559
3694,151,33,81.134
3694,152,21,59.534
3694,152,25,4.313
3694,152,11,8.884
3694,153,33,96.17
3694,155,25,4.313
3694,155,11,5.266
3694,157,1,6.642
3694,158,33,81.134
3694,158,45,120.369
3694,159,33,83.989
3694,159,3,4.579
3694,160,33,96.17
3694,161,3,4.313
3694,163,3,4.579
3694,164,33,433.864
3694,164,3,4.313
3694,164,18,53.478
3694,164,12,26.998
3694,164,90,353.861
3694,165,33,81.134
3694,165,1,9.113
3694,166,18,46.147
3694,167,3,13.738
3694,168,33,96.17
3694,168,12,8.367
3694,170,3,9.159
3694,171,33,79.127
3694,171,3,4.313
3694,171,12,3.984
3694,172,45,127.815
3694,172,1,5.607
3694,172,12,6.254
3694,173,33,256.922
3694,174,33,520.131
3694,175,33,426.069
3694,175,3,12.507
3694,175,1,13.418
3694,175,12,6.32
3694,176,36,26.653
3694,177,33,233.945
3694,177,3,47.441
3694,177,83,26.332
3694,179,4,5.866
3694,179,24,109.908
3694,179,33,86.152
3694,179,11,2.29
3694,180,36,28.348
3694,180,17,90.568
3694,180,12,21.693
3694,181,43,90.266
3694,181,83,22.642
3694,181,1,2.156
3694,181,12,9.402
3694,182,36,62.648
3694,182,18,42.395
3694,182,12,9.79
3694,182,90,393.841
3694,183,1,11.723
3694,183,12,10.396
3694,184,3,4.313
3694,184,1,21.249
3694,184,12,15.656
3694,185,45,127.815
3694,185,83,23.997
3694,185,12,6.137
3694,186,33,81.134
3694,186,83,12.636
3694,187,12,3.939
3694,187,11,28.243
3694,188,12,12.777
3694,189,12,6.125
3694,190,33,13.693
3694,190,11,4.213
3694,191,25,2.29
3694,191,1,8.281
3694,191,12,10.135
3694,193,25,4.313
3694,193,33,86.152
3694,193,83,25.445
3694,194,36,21.524
3694,194,17,90.568
3694,194,1,14.016
3694,194,12,9.662
3694,195,82,0.949
3694,195,1,4.27
3694,195,12,7.763
3694,196,12,7.099
3694,197,1,40.497
3694,197,12,4.854
3694,198,18,9.919
3694,198,12,3.925
3694,199,12,5.478
3694,199,72,129.382
3694,200,45,120.369
3694,200,12,6.365
3694,201,25,4.313
3694,201,33,86.152
3694,201,3,27.477
3694,201,18,50.284
3694,201,12,4.011
3694,202,3,4.579
3694,202,12,4.534
3694,203,16,142.321
3694,203,17,90.568
3694,203,33,74.051
3694,203,3,4.313
3694,203,18,431.276
3694,203,1,3.019
3694,203,12,2.153
3694,203,90,454.435
3694,204,1,5.564
3694,204,12,6.365
3694,205,25,4.313
3694,205,3,4.579
3694,205,12,5.587
3694,207,33,86.152
3694,208,25,4.313
3694,208,3,16.486
3694,208,1,19.371
3694,208,12,4.946
3694,209,36,56.374
3694,209,25,4.313
3694,209,17,96.17
3694,209,33,35.946
3694,209,83,27.935
3694,210,1,4.917
3694,211,1,369.797
3694,211,19,18.319
3694,211,12,5.046
3694,212,3,17.251
3694,213,25,4.313
3694,213,3,4.313
3694,213,18,33.384
3694,214,36,216.651
3694,214,23,239.052
3694,214,45,127.815
3694,214,11,15.983
3694,215,17,96.17
3694,215,33,86.152
3694,216,12,4.27
3694,218,3,12.938
3694,219,18,104.283
3694,221,33,86.152
3694,221,1,6.038
3694,222,4,2.2
3694,222,24,59.488
3694,222,17,90.568
3694,222,12,11.083
3694,225,36,22.715
3694,226,11,10.641
3694,227,25,3.45
3694,227,3,17.769
3694,227,18,12.723
3694,228,25,4.579
3694,228,3,7.785
3694,228,45,127.815
3694,229,17,90.568
3694,229,33,89.688
3694,229,83,25.661
3694,229,1,21.844
3694,231,1,4.226
3694,232,36,46.162
3694,232,25,4.579
3694,232,33,71.578
3694,232,3,6.469
3694,233,4,5.219
3694,233,12,5.633
3694,234,25,3.664
3694,234,3,9.159
3694,235,33,81.134
3694,236,3,43.127
3694,236,11,7.461
3694,237,1,3.892
3694,238,3,8.625
3694,241,33,34.468
3694,241,45,120.369
3694,242,1,2.89
3694,243,17,88.412
3694,243,33,81.134
3694,243,12,5.132
3694,244,3,4.313
3694,244,1,20.379
3694,246,36,41.949
3694,246,12,10.383
3694,247,3,14.655
3694,247,9,4.122
3694,248,57,36.728
3694,248,16,33.231
3694,248,3,4.313
3694,248,1,5.348
3694,249,33,94.029
3694,250,3,8.625
3694,252,17,93.88
3694,254,45,0.092
3694,256,33,81.134
3694,256,45,127.815
3694,258,17,93.88
3694,258,33,10.16
3694,259,3,4.759
3694,264,3,1.786
3694,268,25,4.313
3694,268,3,6.469
3694,268,12,4.534
3694,273,1,8.06
3694,275,3,1.553
3694,275,1,50.879
3694,276,25,4.313
3694,277,25,4.313
3694,277,33,81.134
3694,277,12,8.065
3694,278,17,93.88
3694,278,33,40.644
3694,278,45,14.076
3694,278,1,20.86
3694,279,3,16.029
3694,281,25,4.579
3694,282,3,4.579
3694,282,18,32.515
3694,283,25,4.579
3694,283,1,7.739
3694,283,12,5.587
3694,284,33,86.152
3694,284,18,26.739
3694,284,1,13.921
3694,286,3,19.692
3694,286,1,26.47
3694,287,3,9.159
3694,288,3,4.442
3694,291,25,4.579
3694,291,15,23.951
3694,291,3,18.684
3694,292,33,74.051
3694,293,36,21.066
3694,293,16,63.614
3694,293,17,93.88
3694,293,12,1.741
3694,294,36,16.82
3694,294,3,4.579
3694,294,1,16.345
3694,295,3,3.796
3694,295,45,14.076
3694,295,12,6.777
3694,296,18,34.071
3694,298,18,34.071
3694,299,25,4.313
3694,299,17,93.88
3694,299,33,70.936
3694,299,18,39.031
3694,302,18,38.926
3694,302,1,1.509
3694,303,3,5.736
3694,304,18,45.715
3694,305,18,43.413
3694,306,25,2.156
3694,306,17,93.88
3694,306,11,16.528
3694,307,36,74.309
3694,308,4,6.513
3694,309,25,4.579
3694,310,34,21.779
3694,310,25,2.29
3694,310,33,97.037
3694,311,18,40.971
3694,312,33,97.544
3694,312,12,30.147
3694,313,1,17.031
3694,313,12,4.787
3694,314,3,4.579
3694,315,82,0.949
3694,315,17,88.412
3694,316,16,69.299
3694,316,12,46.621
3694,317,36,33.293
3694,317,25,4.313
3694,317,15,12.594
3694,318,26,54.496
3694,319,25,2.156
3694,319,15,3.191
3694,319,3,16.029
3694,319,18,82.34
3694,319,12,5.348
3694,320,25,2.29
3694,320,82,2.544
3694,320,33,46.995
3694,320,3,9.159
3694,320,1,20.882
3694,320,12,34.287
3694,321,3,4.579
3694,322,3,5.261
3694,323,33,81.134
3694,323,3,9.159
3694,323,11,13.718
3694,324,16,55.188
3694,324,18,59.947
3694,325,36,91.301
3694,325,3,8.625
3694,326,3,4.313
3694,326,18,10.945
3694,326,11,56.741
3694,327,25,4.579
3694,327,17,93.88
3694,327,3,4.579
3694,329,1,83.439
3694,331,33,86.152
3694,331,3,29.217
3694,332,3,6.824
3694,333,25,4.313
3694,333,3,6.469
3694,333,18,49.597
3694,334,17,93.88
3694,336,12,6.457
3694,337,3,17.251
3694,337,18,12.292
3694,337,11,16.67
3694,338,16,371.559
3694,338,33,81.134
3694,338,18,47.627
3694,339,4,4.528
3694,340,33,93.842
3694,342,34,12.044
3694,342,17,88.412
3694,342,3,15.095
3694,343,25,4.313
3694,343,1,15.291
3694,344,25,2.156
3694,344,33,86.152
3694,344,11,18.26
3694,347,15,12.292
3694,347,3,16.029
3694,347,1,59.207
3694,347,12,14.922
3694,348,34,12.044
3694,348,1,7.612
3694,348,12,13.327
3694,349,36,130.516
3694,349,3,29.767
3694,350,17,88.412
3694,350,3,4.313
3694,351,33,226.916
3694,351,3,4.313
3694,352,3,4.579
3694,353,25,4.313
3694,353,82,2.702
3694,353,3,8.625
3694,353,12,5.816
3694,353,11,55.419
3694,355,3,4.579
3694,355,12,5.564
3694,356,3,12.135
3694,356,18,28.393
3694,357,18,28.393
3694,358,17,88.412
3694,358,12,22.564
3694,359,3,27.477
3694,359,45,80.821
3694,360,33,84.31
3694,361,33,97.537
3694,361,18,29.172
3694,362,17,88.412
3694,362,9,63.196
3694,363,3,23.72
3694,364,3,8.625
3694,367,33,179.995
3694,367,1,15.957
3694,369,1,40.365
3694,370,3,4.579
3694,373,24,56.022
3694,373,17,93.88
3694,373,33,81.134
3694,374,3,3.579
3694,374,45,40.41
3694,375,18,63.182
3694,375,1,16.194
3694,376,25,4.313
3694,376,17,88.412
3694,377,3,4.96
3694,378,24,59.488
3694,379,18,68.189
3694,380,33,86.152
3694,380,3,16.029
3694,380,1,21.707
3694,380,12,25.691
3694,381,3,4.579
3694,382,34,11.084
